"year","month","day","country","region","city","attacktype","nkill","nwound"
1999,11,7,Israel,Middle East & North Africa,"Netanya",Bombing/Explosion,0,33
1999,12,24,Israel,Middle East & North Africa,"Netanya",Bombing/Explosion,0,0
2000,1,17,Israel,Middle East & North Africa,"Hadera",Bombing/Explosion,0,21
2000,5,4,Israel,Middle East & North Africa,"Qiryat Shemona",Armed Assault,0,28
2000,5,19,Israel,Middle East & North Africa,"Hebron",Unarmed Assault,0,0
2000,5,23,Israel,Middle East & North Africa,"Unknown",Unarmed Assault,2,0
2000,8,15,Israel,Middle East & North Africa,"Tel Aviv",Facility/Infrastructure Attack,4,0
2000,8,15,Israel,Middle East & North Africa,"Tel Aviv",Facility/Infrastructure Attack,0,0
2000,8,27,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,0,0
2000,8,29,Israel,Middle East & North Africa,"Rosh Ha'ayin",Bombing/Explosion,0,2
2000,11,2,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,2,9
2000,11,10,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,0,1
2000,11,16,Israel,Middle East & North Africa,"Shaba Farms",Bombing/Explosion,0,1
2000,11,22,Israel,Middle East & North Africa,"Hadera",Bombing/Explosion,2,41
2000,11,26,Israel,Middle East & North Africa,"Har Dov",Bombing/Explosion,1,2
2000,12,17,Israel,Middle East & North Africa,"Jerusalem",Facility/Infrastructure Attack,0,0
2000,12,28,Israel,Middle East & North Africa,"Tel Aviv",Bombing/Explosion,0,14
2001,1,8,Israel,Middle East & North Africa,"Netanya",Bombing/Explosion,1,0
2001,1,11,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,0,0
2001,1,25,Israel,Middle East & North Africa,"Jerusalem",Armed Assault,1,0
2001,1,25,Israel,Middle East & North Africa,"Atarot",Armed Assault,1,0
2001,2,8,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,0,1
2001,2,14,Israel,Middle East & North Africa,"Tel Aviv",Armed Assault,8,17
2001,2,28,Israel,Middle East & North Africa,"Tel Aviv",Bombing/Explosion,0,0
2001,2,28,Israel,Middle East & North Africa,"Jerusalem",Armed Assault,0,1
2001,3,2,Israel,Middle East & North Africa,"Umm al-Fahm",Bombing/Explosion,1,9
2001,3,4,Israel,Middle East & North Africa,"Netanya",Bombing/Explosion,2,23
2001,3,4,Israel,Middle East & North Africa,"Netanya",Bombing/Explosion,4,0
2001,3,7,Israel,Middle East & North Africa,"Jerusalem",Facility/Infrastructure Attack,0,0
2001,3,22,Israel,Middle East & North Africa,"Herzilyya Pituah",Bombing/Explosion,0,1
2001,3,27,Israel,Middle East & North Africa,"Talpiot",Bombing/Explosion,0,3
2001,3,27,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,1,28
2001,4,14,Israel,Middle East & North Africa,"Tel Aviv",Bombing/Explosion,0,0
2001,4,14,Israel,Middle East & North Africa,"Tel Aviv",Bombing/Explosion,0,1
2001,4,19,Israel,Middle East & North Africa,"Kibbutz Nir Oz",Bombing/Explosion,0,0
2001,4,22,Israel,Middle East & North Africa,"Kfar Sava",Bombing/Explosion,2,50
2001,4,22,Israel,Middle East & North Africa,"Haifa",Bombing/Explosion,0,3
2001,4,23,Israel,Middle East & North Africa,"Or Yehuda",Bombing/Explosion,0,4
2001,4,28,Israel,Middle East & North Africa,"Wadi Ara",Armed Assault,1,4
2001,5,6,Israel,Middle East & North Africa,"Petah Tikva",Bombing/Explosion,0,5
2001,5,18,Israel,Middle East & North Africa,"Netanya",Bombing/Explosion,0,0
2001,5,25,Israel,Middle East & North Africa,"Hadera",Bombing/Explosion,2,60
2001,5,27,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,0,4
2001,5,27,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,0,0
2001,5,29,Israel,Middle East & North Africa,"Neve Daniel",Armed Assault,2,3
2001,5,30,Israel,Middle East & North Africa,"Netanya",Bombing/Explosion,0,2
2001,6,1,Israel,Middle East & North Africa,"Tel Aviv",Bombing/Explosion,22,100
2001,7,2,Israel,Middle East & North Africa,"Tel Aviv",Bombing/Explosion,0,6
2001,7,9,Israel,Middle East & North Africa,"Kissufim",Bombing/Explosion,0,0
2001,7,16,Israel,Middle East & North Africa,"Binyamina",Bombing/Explosion,3,8
2001,8,1,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,0,0
2001,8,2,Israel,Middle East & North Africa,"Tel Temoim",Bombing/Explosion,0,0
2001,8,5,Israel,Middle East & North Africa,"Tel Aviv",Armed Assault,1,10
2001,8,9,Israel,Middle East & North Africa,"Kibbutz Merav",Armed Assault,1,3
2001,8,9,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,20,90
2001,8,12,Israel,Middle East & North Africa,"Kiryat Motzkin",Bombing/Explosion,1,15
2001,8,15,Israel,Middle East & North Africa,"Qiryat Ata",Bombing/Explosion,0,0
2001,8,17,Israel,Middle East & North Africa,"Haifa",Bombing/Explosion,0,0
2001,8,21,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,0,0
2001,8,24,Israel,Middle East & North Africa,"Haifa",Bombing/Explosion,0,1
2001,8,27,Israel,Middle East & North Africa,"Jaffa",Facility/Infrastructure Attack,0,0
2001,8,27,Israel,Middle East & North Africa,"Bet Shemesh",Armed Assault,0,1
2001,8,31,Israel,Middle East & North Africa,"Unknown",Bombing/Explosion,0,0
2001,9,3,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,0,1
2001,9,3,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,0,0
2001,9,3,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,0,0
2001,9,3,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,0,2
2001,9,4,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,1,0
2001,9,6,Israel,Middle East & North Africa,"Kibbutz Bahan",Armed Assault,1,1
2001,9,9,Israel,Middle East & North Africa,"Nahariya",Bombing/Explosion,3,20
2001,9,9,Israel,Middle East & North Africa,"Nahariya",Bombing/Explosion,5,30
2001,9,9,Israel,Middle East & North Africa,"Jordan Valley",Armed Assault,2,3
2001,9,11,Israel,Middle East & North Africa,"Kibbutz Magal",Armed Assault,2,1
2001,12,9,Israel,Middle East & North Africa,"Haifa",Bombing/Explosion,1,28
2001,9,20,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,0,0
2001,10,1,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,0,0
2001,10,4,Israel,Middle East & North Africa,"Afula",Armed Assault,3,10
2001,10,7,Israel,Middle East & North Africa,"Beit Shean",Bombing/Explosion,2,0
2001,10,17,Israel,Middle East & North Africa,"Kibbutz Be'eri",Bombing/Explosion,1,2
2001,10,17,Israel,Middle East & North Africa,"Jerusalem",Assassination,1,0
2001,10,28,Israel,Middle East & North Africa,"Hadera",Armed Assault,4,14
2001,10,30,Israel,Middle East & North Africa,"Ra'anana",Bombing/Explosion,0,0
2001,10,30,Israel,Middle East & North Africa,"Jerusalem",Armed Assault,0,0
2001,11,11,Israel,Middle East & North Africa,"Kefar Hess",Armed Assault,1,1
2001,11,14,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,0,2
2001,11,26,Israel,Middle East & North Africa,"Erez Crossing",Bombing/Explosion,1,2
2001,11,27,Israel,Middle East & North Africa,"Afula",Armed Assault,2,9
2001,11,29,Israel,Middle East & North Africa,"Pardes Khana",Bombing/Explosion,3,8
2001,11,29,Israel,Middle East & North Africa,"Hadera",Bombing/Explosion,4,8
2001,12,1,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,8,170
2001,12,1,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,0,0
2001,12,1,Israel,Middle East & North Africa,"Jerusalem",Unarmed Assault,0,0
2001,12,2,Israel,Middle East & North Africa,"Haifa",Bombing/Explosion,16,38
2001,12,17,Israel,Middle East & North Africa,"Ofra",Armed Assault,0,1
2001,12,24,Israel,Middle East & North Africa,"Enav",Armed Assault,0,1
2001,12,25,Israel,Middle East & North Africa,"Yardena",Armed Assault,3,4
2002,1,9,Israel,Middle East & North Africa,"Kerem Shalom",Armed Assault,6,0
2002,1,17,Israel,Middle East & North Africa,"Hadera",Armed Assault,6,25
2002,1,22,Israel,Middle East & North Africa,"Jerusalem",Armed Assault,2,14
2002,1,22,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,0,0
2002,1,25,Israel,Middle East & North Africa,"Tel Aviv",Bombing/Explosion,1,25
2002,1,27,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,2,0
2002,1,30,Israel,Middle East & North Africa,"Taibe",Bombing/Explosion,1,2
2002,2,1,Israel,Middle East & North Africa,"Tsur Hadassah",Bombing/Explosion,0,0
2002,2,1,Israel,Middle East & North Africa,"Unknown",Armed Assault,0,0
2002,2,1,Israel,Middle East & North Africa,"Kibbutz Manara",Armed Assault,0,0
2002,2,10,Israel,Middle East & North Africa,"Beersheba",Armed Assault,2,18
2002,2,16,Israel,Middle East & North Africa,"Unknown",Bombing/Explosion,0,0
2002,2,17,Israel,Middle East & North Africa,"Hadera",Bombing/Explosion,2,4
2002,2,18,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,2,1
2002,2,22,Israel,Middle East & North Africa,"Jerusalem",Armed Assault,1,0
2002,2,28,Israel,Middle East & North Africa,"Maccabim",Bombing/Explosion,3,3
2002,3,2,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,11,60
2002,3,5,Israel,Middle East & North Africa,"Tel Aviv",Armed Assault,4,40
2002,3,5,Israel,Middle East & North Africa,"Afula",Bombing/Explosion,2,5
2002,3,5,Israel,Middle East & North Africa,"Sederot",Bombing/Explosion,0,3
2002,3,9,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,12,50
2002,3,9,Israel,Middle East & North Africa,"Netanya",Armed Assault,3,37
2002,3,12,Israel,Middle East & North Africa,"Shlomi",Armed Assault,9,6
2002,3,17,Israel,Middle East & North Africa,"Kfar Saba",Armed Assault,2,14
2002,3,17,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,1,7
2002,3,20,Israel,Middle East & North Africa,"Umm el-Fahm",Bombing/Explosion,8,29
2002,3,21,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,4,60
2002,3,26,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,2,0
2002,3,27,Israel,Middle East & North Africa,"Netanya",Bombing/Explosion,21,72
2002,3,29,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,3,20
2002,3,30,Israel,Middle East & North Africa,"Tel Aviv",Bombing/Explosion,1,32
2002,3,31,Israel,Middle East & North Africa,"Haifa",Bombing/Explosion,15,35
2002,4,1,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,2,0
2002,4,2,Israel,Middle East & North Africa,"Kiryat Shmona",Armed Assault,0,0
2002,4,11,Israel,Middle East & North Africa,"Haifa",Bombing/Explosion,10,0
2002,4,12,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,7,50
2002,4,13,Israel,Middle East & North Africa,"Har Dov",Bombing/Explosion,0,0
2002,5,7,Israel,Middle East & North Africa,"Rishon le Zion",Bombing/Explosion,15,58
2002,5,10,Israel,Middle East & North Africa,"Beersheba",Facility/Infrastructure Attack,0,17
2002,5,19,Israel,Middle East & North Africa,"Netanya",Bombing/Explosion,20,20
2002,5,20,Israel,Middle East & North Africa,"Netanya",Bombing/Explosion,4,50
2002,5,20,Israel,Middle East & North Africa,"Ta'anachim",Bombing/Explosion,1,0
2002,5,22,Israel,Middle East & North Africa,"Rishon Letzion",Bombing/Explosion,4,40
2002,5,23,Israel,Middle East & North Africa,"Tel Aviv",Bombing/Explosion,0,0
2002,5,24,Israel,Middle East & North Africa,"Tel Aviv",Bombing/Explosion,1,2
2002,5,27,Israel,Middle East & North Africa,"Petah Tiqvah",Bombing/Explosion,3,50
2002,6,11,Israel,Middle East & North Africa,"Herzliya",Bombing/Explosion,2,15
2002,6,17,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,19,48
2002,6,17,Israel,Middle East & North Africa,"Kafr Salem",Bombing/Explosion,1,0
2002,6,30,Israel,Middle East & North Africa,"Tel-Aviv",Bombing/Explosion,0,3
2002,7,17,Israel,Middle East & North Africa,"Tel Aviv",Bombing/Explosion,5,40
2002,7,21,Israel,Middle East & North Africa,"Rehovot",Bombing/Explosion,0,1
2002,7,30,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,1,5
2002,7,31,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,7,80
2002,8,1,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,8,80
2002,2,8,Israel,Middle East & North Africa,"Jerusalem",Armed Assault,2,0
2002,8,4,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,4,0
2002,8,4,Israel,Middle East & North Africa,"Haifa",Bombing/Explosion,10,40
2002,8,5,Israel,Middle East & North Africa,"Hadera",Bombing/Explosion,1,1
2002,9,18,Israel,Middle East & North Africa,"Umm al-Fahm",Bombing/Explosion,2,3
2002,9,19,Israel,Middle East & North Africa,"Tel Aviv",Bombing/Explosion,6,50
2002,10,10,Israel,Middle East & North Africa,"Tel Aviv",Bombing/Explosion,2,12
2002,10,11,Israel,Middle East & North Africa,"Tel Aviv",Bombing/Explosion,0,0
2002,10,15,Israel,Middle East & North Africa,"Beit Shean",Armed Assault,0,4
2002,10,22,Israel,Middle East & North Africa,"Pardes Hanna",Bombing/Explosion,16,50
2002,11,4,Israel,Middle East & North Africa,"Ashqelon",Bombing/Explosion,0,0
2002,11,4,Israel,Middle East & North Africa,"Kefar Saba",Bombing/Explosion,3,40
2002,11,10,Israel,Middle East & North Africa,"Kibbutz Metzer",Armed Assault,5,7
2002,11,17,Israel,Middle East & North Africa,"Tel Aviv",Hijacking,0,0
2002,11,21,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,12,47
2002,11,22,Israel,Middle East & North Africa,"Erez Crossing",Bombing/Explosion,2,4
2002,11,27,Israel,Middle East & North Africa,"Erez Crossing",Bombing/Explosion,1,0
2002,11,28,Israel,Middle East & North Africa,"Beit Shean",Bombing/Explosion,8,30
2002,12,8,Israel,Middle East & North Africa,"Zarit",Bombing/Explosion,0,2
2003,1,5,Israel,Middle East & North Africa,"Tel Aviv",Bombing/Explosion,22,0
2003,2,19,Israel,Middle East & North Africa,"Sderot",Bombing/Explosion,0,4
2003,2,23,Israel,Middle East & North Africa,"Sderot",Bombing/Explosion,0,0
2003,3,3,Israel,Middle East & North Africa,"Sderot",Armed Assault,0,0
2003,3,5,Israel,Middle East & North Africa,"Haifa",Bombing/Explosion,15,55
2003,3,5,Israel,Middle East & North Africa,"Maccabim",Armed Assault,0,0
2003,3,6,Israel,Middle East & North Africa,"Sderot",Armed Assault,0,0
2003,3,9,Israel,Middle East & North Africa,"Sderot",Armed Assault,0,0
2003,3,17,Israel,Middle East & North Africa,"Sderot",Armed Assault,0,0
2003,3,27,Israel,Middle East & North Africa,"Sderot",Armed Assault,0,0
2003,3,30,Israel,Middle East & North Africa,"Netanya",Bombing/Explosion,1,26
2003,4,15,Israel,Middle East & North Africa,"Qarni",Armed Assault,3,3
2003,4,20,Israel,Middle East & North Africa,"Sederot",Bombing/Explosion,0,0
2003,4,24,Israel,Middle East & North Africa,"Kefar Saba",Bombing/Explosion,2,9
2003,4,30,Israel,Middle East & North Africa,"Tel Aviv",Bombing/Explosion,4,0
2003,5,9,Israel,Middle East & North Africa,"Sderot",Bombing/Explosion,0,1
2003,5,14,Israel,Middle East & North Africa,"Sderot",Bombing/Explosion,0,0
2003,5,18,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,8,20
2003,5,18,Israel,Middle East & North Africa,"Dahiya el-Barid",Bombing/Explosion,1,0
2003,5,19,Israel,Middle East & North Africa,"Afula",Bombing/Explosion,4,30
2003,5,27,Israel,Middle East & North Africa,"Sderot",Bombing/Explosion,0,0
2003,6,8,Israel,Middle East & North Africa,"Erez",Armed Assault,7,4
2003,6,11,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,17,75
2003,6,17,Israel,Middle East & North Africa,"Kfar Saba",Armed Assault,1,2
2003,6,19,Israel,Middle East & North Africa,"Sdeh Trumot",Bombing/Explosion,2,0
2003,7,5,Israel,Middle East & North Africa,"Kiryat Shmona",Bombing/Explosion,0,0
2003,7,7,Israel,Middle East & North Africa,"Kfar Yavetz",Bombing/Explosion,1,3
2003,8,3,Israel,Middle East & North Africa,"Jerusalem",Armed Assault,0,4
2003,8,10,Israel,Middle East & North Africa,"Shlomi",Bombing/Explosion,1,4
2003,8,12,Israel,Middle East & North Africa,"Rosh Haayin",Bombing/Explosion,3,10
2003,8,19,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,19,100
2003,9,9,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,5,40
2003,9,9,Israel,Middle East & North Africa,"Zerifin",Bombing/Explosion,9,14
2003,10,4,Israel,Middle East & North Africa,"Haifa",Bombing/Explosion,23,50
2003,11,22,Israel,Middle East & North Africa,"Jerusalem",Armed Assault,2,0
2003,12,8,Israel,Middle East & North Africa,"Rosh Ha'ayin",Bombing/Explosion,0,0
2003,12,25,Israel,Middle East & North Africa,"Tel Aviv",Bombing/Explosion,4,13
2004,1,1,Israel,Middle East & North Africa,"Kfar Aza",Bombing/Explosion,0,0
2004,1,14,Israel,Middle East & North Africa,"Erez Crossing",Bombing/Explosion,5,7
2004,1,19,Israel,Middle East & North Africa,"Golan Heights",Bombing/Explosion,2,1
2004,1,29,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,11,50
2004,2,22,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,8,60
2004,3,4,Israel,Middle East & North Africa,"Nazareth",Bombing/Explosion,0,0
2004,3,6,Israel,Middle East & North Africa,"Erez Crossing",Bombing/Explosion,6,20
2004,3,14,Israel,Middle East & North Africa,"Ashdod",Bombing/Explosion,12,20
2004,4,17,Israel,Middle East & North Africa,"Erez Crossing",Bombing/Explosion,2,3
2004,6,20,Israel,Middle East & North Africa,"Shlomi",Bombing/Explosion,0,0
2004,6,28,Israel,Middle East & North Africa,"Sderot",Bombing/Explosion,3,0
2004,7,11,Israel,Middle East & North Africa,"Tel Aviv",Bombing/Explosion,1,30
2004,7,31,Israel,Middle East & North Africa,"Sedorot",Bombing/Explosion,0,0
2004,8,1,Israel,Middle East & North Africa,"Unknown",Bombing/Explosion,0,2
2004,8,11,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,2,16
2004,8,26,Israel,Middle East & North Africa,"Sderot",Bombing/Explosion,0,0
2004,9,29,Israel,Middle East & North Africa,"Sderot",Bombing/Explosion,2,7
2004,11,1,Israel,Middle East & North Africa,"Tel Aviv",Bombing/Explosion,5,32
2005,1,1,Israel,Middle East & North Africa,"Elie Sinai",Bombing/Explosion,0,0
2005,1,1,Israel,Middle East & North Africa,"Netzarim",Bombing/Explosion,0,0
2005,1,1,Israel,Middle East & North Africa,"Neve Deqalim",Bombing/Explosion,0,0
2005,1,2,Israel,Middle East & North Africa,"Kissufim",Bombing/Explosion,0,0
2005,1,2,Israel,Middle East & North Africa,"Gadid",Bombing/Explosion,0,0
2005,1,2,Israel,Middle East & North Africa,"Nisanit",Bombing/Explosion,1,2
2005,1,2,Israel,Middle East & North Africa,"Gosh Qatif",Bombing/Explosion,0,0
2005,1,2,Israel,Middle East & North Africa,"Neve Deqalim",Bombing/Explosion,0,0
2005,1,2,Israel,Middle East & North Africa,"Sederot",Bombing/Explosion,0,0
2005,1,2,Israel,Middle East & North Africa,"Kfar Darom",Bombing/Explosion,0,0
2005,1,2,Israel,Middle East & North Africa,"Sederot",Bombing/Explosion,0,0
2005,1,7,Israel,Middle East & North Africa,"Unknown",Armed Assault,1,4
2005,1,12,Israel,Middle East & North Africa,"Morag",Armed Assault,1,3
2005,1,14,Israel,Middle East & North Africa,"Unknown",Bombing/Explosion,9,5
2005,2,25,Israel,Middle East & North Africa,"Tel Aviv",Bombing/Explosion,5,53
2005,3,20,Israel,Middle East & North Africa,"Serdot",Bombing/Explosion,0,0
2005,4,5,Israel,Middle East & North Africa,"Morag",Armed Assault,0,1
2005,4,7,Israel,Middle East & North Africa,"Sderot",Bombing/Explosion,0,0
2005,4,7,Israel,Middle East & North Africa,"Huwwarah",Facility/Infrastructure Attack,0,0
2005,4,10,Israel,Middle East & North Africa,"Sderot",Bombing/Explosion,0,0
2005,4,10,Israel,Middle East & North Africa,"Qatif",Bombing/Explosion,0,0
2005,4,12,Israel,Middle East & North Africa,"Ganey Tal",Bombing/Explosion,0,0
2005,4,12,Israel,Middle East & North Africa,"Rafah",Bombing/Explosion,0,0
2005,4,15,Israel,Middle East & North Africa,"Yasmit",Armed Assault,0,0
2005,4,15,Israel,Middle East & North Africa,"Nisanit",Armed Assault,0,0
2005,5,11,Israel,Middle East & North Africa,"Shlomi",Bombing/Explosion,0,0
2005,6,7,Israel,Middle East & North Africa,"Sederot",Armed Assault,0,3
2005,6,21,Israel,Middle East & North Africa,"Jenin",Armed Assault,1,0
2005,7,12,Israel,Middle East & North Africa,"Netanya",Bombing/Explosion,3,40
2005,7,23,Israel,Middle East & North Africa,"Kissufim Checkpoint",Armed Assault,3,4
2005,7,24,Israel,Middle East & North Africa,"Gush Katif",Armed Assault,2,5
2005,8,4,Israel,Middle East & North Africa,"Shfar'am",Armed Assault,5,12
2005,8,8,Israel,Middle East & North Africa,"Sderot",Bombing/Explosion,0,0
2005,8,24,Israel,Middle East & North Africa,"Jerusalem",Armed Assault,1,1
2005,8,25,Israel,Middle East & North Africa,"Sderot",Bombing/Explosion,0,0
2005,8,28,Israel,Middle East & North Africa,"Beersheba",Bombing/Explosion,1,48
2005,10,26,Israel,Middle East & North Africa,"Hadera",Bombing/Explosion,6,25
2005,10,28,Israel,Middle East & North Africa,"Tzuqim",Bombing/Explosion,0,0
2005,10,29,Israel,Middle East & North Africa,"Ras Al-Ayn",Bombing/Explosion,0,0
2005,12,5,Israel,Middle East & North Africa,"Netanya",Bombing/Explosion,6,40
2005,12,12,Israel,Middle East & North Africa,"Negev",Bombing/Explosion,0,0
2005,12,18,Israel,Middle East & North Africa,"Ashkelon",Bombing/Explosion,0,0
2005,12,22,Israel,Middle East & North Africa,"Ashkelon",Bombing/Explosion,0,5
2006,1,0,Israel,Middle East & North Africa,"Sederot",Bombing/Explosion,0,0
2006,1,12,Israel,Middle East & North Africa,"Jenin",Bombing/Explosion,1,0
2006,1,19,Israel,Middle East & North Africa,"Tel Aviv",Bombing/Explosion,1,20
2006,1,31,Israel,Middle East & North Africa,"Sederot",Bombing/Explosion,0,1
2006,2,2,Israel,Middle East & North Africa,"Ashkelon",Armed Assault,0,0
2006,2,2,Israel,Middle East & North Africa,"Erez Crossing",Armed Assault,0,0
2006,2,3,Israel,Middle East & North Africa,"Kibbutz Karamiah",Armed Assault,0,4
2006,2,3,Israel,Middle East & North Africa,"Ashkelon",Armed Assault,0,0
2006,2,5,Israel,Middle East & North Africa,"Petach Tikva",Armed Assault,1,4
2006,2,7,Israel,Middle East & North Africa,"Sderot",Armed Assault,0,0
2006,2,8,Israel,Middle East & North Africa,"Ashkelon",Armed Assault,0,0
2006,2,10,Israel,Middle East & North Africa,"Sderot",Armed Assault,0,0
2006,2,10,Israel,Middle East & North Africa,"Nativ Ha'asara",Armed Assault,0,0
2006,2,12,Israel,Middle East & North Africa,"Ashkelon",Armed Assault,0,0
2006,2,14,Israel,Middle East & North Africa,"Ashkelon",Armed Assault,0,0
2006,2,14,Israel,Middle East & North Africa,"Kfar Azza",Armed Assault,0,0
2006,2,15,Israel,Middle East & North Africa,"Negev",Armed Assault,0,0
2006,2,20,Israel,Middle East & North Africa,"Negev",Armed Assault,0,0
2006,2,22,Israel,Middle East & North Africa,"Sderot",Armed Assault,0,0
2006,2,23,Israel,Middle East & North Africa,"Negev",Armed Assault,0,0
2006,2,24,Israel,Middle East & North Africa,"Sderot",Armed Assault,0,0
2006,2,24,Israel,Middle East & North Africa,"Ashkelon",Armed Assault,0,0
2006,2,24,Israel,Middle East & North Africa,"Nativ Haasara",Armed Assault,0,0
2006,2,25,Israel,Middle East & North Africa,NA,Armed Assault,0,0
2006,3,28,Israel,Middle East & North Africa,NA,Bombing/Explosion,2,0
2006,4,1,Israel,Middle East & North Africa,"Sderot",Bombing/Explosion,0,0
2006,4,1,Israel,Middle East & North Africa,"South (District)",Bombing/Explosion,0,0
2006,4,2,Israel,Middle East & North Africa,"Beit She'an",Bombing/Explosion,0,0
2006,4,4,Israel,Middle East & North Africa,"Ashqelon",Bombing/Explosion,0,0
2006,4,4,Israel,Middle East & North Africa,"Ashqelon",Bombing/Explosion,0,0
2006,4,5,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,0,0
2006,4,6,Israel,Middle East & North Africa,"Ashqelon",Bombing/Explosion,0,1
2006,4,7,Israel,Middle East & North Africa,"Ashqelon",Bombing/Explosion,0,0
2006,4,7,Israel,Middle East & North Africa,"Kfar Azza",Facility/Infrastructure Attack,0,0
2006,4,7,Israel,Middle East & North Africa,"Nahal Oz",Facility/Infrastructure Attack,0,0
2006,4,9,Israel,Middle East & North Africa,"Eshkol region",Bombing/Explosion,0,0
2006,4,10,Israel,Middle East & North Africa,NA,Bombing/Explosion,0,0
2006,4,17,Israel,Middle East & North Africa,"Tel Aviv",Bombing/Explosion,11,66
2006,5,18,Israel,Middle East & North Africa,"Al-Majdal and Ashqelon",Bombing/Explosion,0,0
2006,5,18,Israel,Middle East & North Africa,"Sederot, Ashqelon, Kerem Shalom Crossing",Bombing/Explosion,0,0
2006,5,18,Israel,Middle East & North Africa,"Tapuah",Armed Assault,0,2
2006,5,25,Israel,Middle East & North Africa,"Negev",Bombing/Explosion,0,0
2006,5,26,Israel,Middle East & North Africa,"Negev",Bombing/Explosion,0,0
2006,5,28,Israel,Middle East & North Africa,"Mount Meron",Bombing/Explosion,0,1
2006,5,31,Israel,Middle East & North Africa,"Sederot",Bombing/Explosion,0,2
2006,6,1,Israel,Middle East & North Africa,"Sderot",Bombing/Explosion,0,0
2006,6,25,Israel,Middle East & North Africa,"Kerem Shalom",Hostage Taking (Kidnapping),6,4
2006,7,4,Israel,Middle East & North Africa,"Ashkelon",Bombing/Explosion,0,0
2006,7,5,Israel,Middle East & North Africa,"Ashkelon",Bombing/Explosion,0,0
2006,7,5,Israel,Middle East & North Africa,"Zikim",Bombing/Explosion,0,0
2006,7,14,Israel,Middle East & North Africa,"Nahariya",Bombing/Explosion,2,0
2006,7,24,Israel,Middle East & North Africa,"Haifa",Bombing/Explosion,2,15
2006,7,27,Israel,Middle East & North Africa,"Haifa",Bombing/Explosion,0,10
2006,7,28,Israel,Middle East & North Africa,"Afula",Bombing/Explosion,0,0
2006,8,2,Israel,Middle East & North Africa,"Kissufim",Armed Assault,0,0
2006,8,2,Israel,Middle East & North Africa,"Ashkelon",Bombing/Explosion,0,1
2006,8,3,Israel,Middle East & North Africa,"Acre",Bombing/Explosion,7,0
2006,8,3,Israel,Middle East & North Africa,"Maalot",Bombing/Explosion,6,0
2006,8,6,Israel,Middle East & North Africa,"Unknown",Bombing/Explosion,12,10
2006,9,17,Israel,Middle East & North Africa,"Sederot",Bombing/Explosion,0,3
2006,9,18,Israel,Middle East & North Africa,"Sederot",Bombing/Explosion,0,0
2006,9,20,Israel,Middle East & North Africa,NA,Bombing/Explosion,0,1
2006,9,20,Israel,Middle East & North Africa,"Sederot",Bombing/Explosion,0,0
